timestamp,item_id,sell_price,buy_price,sell_volume,buy_volume
1780074283.43327,CORRUPTED_BAIT,7.349062744861672,272.5,828527,222490
1780074283.43327,TARANTULA_WEB,914.3306046715987,1232.3174944249758,6310211,21597066
1780074283.43327,ENCHANTMENT_ULTIMATE_CROP_FEVER_5,26760742.8,30826735.01666667,29,876
1780074283.43327,SEA_LUMIES,448.0152225233279,683.924383116883,5364927,105742
1780074283.43327,ENCHANTMENT_ULTIMATE_CROP_FEVER_4,14000000.0,16899998.1,55,23
1780074283.43327,ARCHITECT_FIRST_DRAFT,55756.82970639033,100201.5,125246,4938
1780074283.43327,CELESTIAL_MASON_JAR,311813.12352941174,561864.3885462555,1567,10350
1780074283.43327,RITUAL_RESIDUE,2515455.0,2839805.9499999997,929,101
1780074283.43327,ESSENCE_DRAGON,3812.8035815619605,4234.41017281676,6728824,5837336
1780074283.43327,ENCHANTMENT_TURBO_ROSE_2,150000.0,514494.15,439,69
1780074283.43327,ENCHANTMENT_TURBO_ROSE_1,96592.71364705882,145325.57142857142,17337,660
1780074283.43327,SHARD_SALMON,6700.853547193091,10479.1,228895,55037
1780074283.43327,GIANT_FRAGMENT_LASER,1400013.9047619049,1549986.4272727272,913,319
1780074283.43327,ENCHANTMENT_ULTIMATE_CROP_FEVER_3,4303484.4428571435,10537893.9,611,37
1780074283.43327,ENCHANTMENT_ULTIMATE_CROP_FEVER_2,2971850.4,4543286.8,41,1117
1780074283.43327,ENCHANTMENT_TURBO_ROSE_5,0.0,2879999.7,0,46
1780074283.43327,FROGCOIN,910644.3,971751.7,1317,657
1780074283.43327,ENCHANTMENT_TURBO_ROSE_4,225004.8,2508868.5,35,44
1780074283.43327,ENCHANTMENT_ULTIMATE_CROP_FEVER_1,1704343.303174603,1975023.2078212292,2463,8799
1780074283.43327,ENCHANTMENT_TURBO_ROSE_3,250339.1,1299997.0,4,21
1780074283.43327,DO_NOT_EAT_SHROOM,4973.5,14225.9,1234,1626
1780074283.43327,ENCHANTED_BLAZE_ROD,229274.0681998414,235293.51569703623,14410,45430
1780074283.43327,GENERATOR_UPGRADE_STONE_REVENANT_12,6530005.54,10999984.7,467,39
1780074283.43327,SHARD_MEGALITH,233334.02727272725,309999.5,2440,1283
1780074283.43327,FRESHLY_MINTED_COINS,2401801.740875913,2845794.7,31781,1283
1780074283.43327,ENCHANTED_BROWN_MUSHROOM,1609.2269184797253,1692.6311076027569,6980080,17015219
1780074283.43327,INK_SPLAT,10167.617571461238,48542.93222683264,618713,4504
1780074283.43327,SHARD_CARROT_KING,42838.0927662037,176433.7414304993,76348,12255
1780074283.43327,ENCHANTMENT_CORRUPTION_5,0.0,324999.5,0,12
1780074283.43327,ENCHANTMENT_CORRUPTION_4,1.1,0.0,57,0
1780074283.43327,ENCHANTMENT_CORRUPTION_3,1.1,0.0,2444,0
1780074283.43327,PROTECTOR_FRAGMENT,4538.3,22729.370132743363,27376,14598
1780074283.43327,ENCHANTMENT_CORRUPTION_2,0.0,0.0,0,0
1780074283.43327,ENCHANTMENT_CORRUPTION_1,0.0,99.76920152091255,0,1200
1780074283.43327,ROCK_GEMSTONE,2131411.295238095,5481082.500000001,1037,3484
1780074283.43327,SHARD_BAL,220277.0107398568,266683.3,15607,1088
1780074283.43327,CONDENSED_FERMENTO,2054895.9853658534,2306541.985714286,10927,5463
1780074283.43327,DIAMOND,6.2227678454913224,11.598227706608228,9994087,1174929
1780074283.43327,COBBLESTONE,0.6498626705944299,2.5,2454464,703441
1780074283.43327,END_STONE_SHULKER,2.7060000000000004,12599.349999999999,4085,1415
1780074283.43327,MAGMA_LORD_FRAGMENT,4325129.527605118,5103926.851219512,20656,1972
1780074283.43327,ENCHANTMENT_CAYENNE_5,2200003.55,24799995.264285713,69,347
1780074283.43327,ENCHANTMENT_CAYENNE_4,7612500.7,12489999.5,18,9
1780074283.43327,ENDER_MONOCLE,6554.415204678363,35979.265174129345,24187,8817
1780074283.43327,WINTER_FRAGMENT,1039015.4414376321,1230326.5388888891,148987,559
1780074283.43327,KELVIN_INVERTER,95355.70750798722,105087.9,59884,1702
1780074283.43327,REFINED_DIAMOND,577921.2941812755,600868.6134502925,117195,22567
1780074283.43327,X,10002.7,37991.98551617874,9014,73920
1780074283.43327,Y,90001.1,123472.9,7225,827
1780074283.43327,Z,80000.4,279993.11351351347,2232,3225
1780074283.43327,ENCHANTMENT_CAYENNE_3,0.0,0.0,0,0
1780074283.43327,PORK,9.633028697571742,37.6,3019253,1065158
1780074283.43327,ENCHANTMENT_CAYENNE_2,0.0,0.0,0,0
1780074283.43327,ENCHANTMENT_CAYENNE_1,0.0,0.0,0,0
1780074283.43327,FLAMES,8043.671520607913,41697.4,175898,467
1780074283.43327,ENCHANTMENT_TURBO_MOONFLOWER_2,407222.8,1499999.6875,210,50
